NAME	Sample	GBMType	CellAssignment	CrossSection	GenesExpressed	GeneticSubclone	MESlike2	MESlike1	AClike	OPClike	NPClike1	NPClike2	G1S	G2M
TYPE	group	group	group	group	numeric	group	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
MGH100-P5-E02	MGH100	Adult	Malignant	none	4662	MGH100_2	-0.34889889434686	0.27267893749772	2.34722844134623	0.490369964390769	-0.0719114671410808	-0.950470611388348	-0.481793951931215	-0.091036751639523
MGH100-P5-E06	MGH100	Adult	Malignant	none	6973	MGH100_2	1.76329166415776	1.14448471988954	-0.369078037489192	-1.29192435328768	-0.975088450272079	-0.476963022623929	-0.463049391340491	1.92768522771405
MGH100-P5-E08	MGH100	Adult	Malignant	none	8167	MGH100_3	0.293066961141247	0.423440524160359	1.97585286768846	-0.0717627896110817	-0.91797049419339	-0.469526238232008	-0.498646137126929	-0.218413298499373
MGH100-P5-E11	MGH100	Adult	Malignant	none	3907	MGH100_3	2.4976076544155	2.98659095723078	0.766303569634289	-0.930453840958496	-1.58438824386564	-0.228145464907026	-0.565293600663998	-0.277724513158949
MGH100-P5-E12	MGH100	Adult	Malignant	none	6898	MGH100_3	0.688972780538286	1.56514009984281	1.36738397182186	-0.491117017166242	-1.35721454255527	-0.900998962010801	-0.0676282369305453	-0.0655629548952482
MGH100-P5-F04	MGH100	Adult	Malignant	none	7968	MGH100_2	0.0121238391063258	-0.289141145569275	1.19102276780071	0.264259137183909	-0.0419527515663476	-0.544322109938393	0.259366434415839	2.68224746386414
MGH100-P5-F06	MGH100	Adult	Malignant	none	9861	MGH100_1	-0.719929705669248	-0.77953659899044	1.33954141027328	0.702999835585159	-0.0145764073750519	-0.612570351967889	3.22634507123098	1.65658969655387
MGH100-P5-F09	MGH100	Adult	Malignant	none	7753	NA	-0.375495692370709	-1.04858086572416	-0.932772015135671	0.148516048219271	1.155576205105	-0.0569589295416549	2.91868257400893	1.7440593224494
MGH100-P5-F11	MGH100	Adult	Malignant	none	8186	MGH100_3	-0.285408911224055	0.235769223458943	2.12582391073556	-0.269655345152544	-0.973048611284655	-0.859671504956545	-0.682145855380599	-0.353194489156204
MGH100-P5-F12	MGH100	Adult	Malignant	none	3148	MGH100_1	-0.362777215025825	-0.513754249589531	-0.372263748471261	1.09052663162366	1.41777677051958	-0.0536398504462923	1.48741794539306	0.162679508503784
MGH100-P5-G01	MGH100	Adult	Malignant	none	7504	MGH100_1	2.10870306116593	0.589173271088742	-0.257910777994659	-1.33698710762909	-1.0478219197284	-0.520594048393927	-0.876902011102611	-0.45107735428372
MGH100-P5-G02	MGH100	Adult	Malignant	none	7115	MGH100_1	0.387592095756157	0.884031803493291	1.21384056648522	-0.641859144005178	-1.02890786292554	-0.710662672471307	0.362671660310619	-0.13218164236509
MGH100-P5-G03	MGH100	Adult	Malignant	none	9741	MGH100_1	-0.538119992924389	-0.275092928883677	0.659335829674494	0.439682128805501	0.55600042931498	-0.708253925240044	3.0389478756723	0.93160559267183
MGH100-P5-G06	MGH100	Adult	Malignant	none	8811	NA	-0.00545049398568853	0.616851073467543	0.671588690508422	-0.358412764597309	0.114755869911389	-0.17750472081552	0.436486224523565	2.29308192944845
MGH100-P5-G09	MGH100	Adult	Malignant	none	7467	MGH100_3	0.0369659913344347	0.367585186751021	2.81428012308568	-0.196746253161494	-1.08827027073869	-0.857395928195756	-0.91634657009116	-0.603148943378166
MGH100-P5-G12	MGH100	Adult	Malignant	none	6710	MGH100_1	-0.274816338647968	-0.31951584948076	-0.773475142744169	-0.810687122554874	-0.427925828916325	-0.181095779885223	1.31457912290815	4.15031771185265
MGH100-P5-H01	MGH100	Adult	Malignant	none	7607	MGH100_3	0.0262953533405483	0.547561382258275	1.86624354133947	0.0755155042981921	-1.06337681603509	-0.945759768486705	-0.882342608799119	-0.0221735425005248
MGH100-P5-H03	MGH100	Adult	Malignant	none	6544	MGH100_2	1.8212216546557	1.55285888490155	1.046053888016	-1.2215173116219	-1.32991790872008	-0.72313715062786	-0.263464518900522	-0.320684932083467
MGH100-P5-H04	MGH100	Adult	Malignant	none	8323	NA	-0.794365497299173	-0.856011346495324	-0.585380423134423	0.823998863767556	1.22062566556122	0.268443183352891	1.20840113555562	0.152232260060654
MGH100-P5-H06	MGH100	Adult	Malignant	none	7864	NA	0.586898014832745	0.664848682309153	1.07452526641979	-0.442815160281454	-0.872305929764189	-0.83319368458969	-0.220869875882656	1.34401157051333
MGH100-P5-H07	MGH100	Adult	Malignant	none	8015	MGH100_1	-0.104814388135042	-1.183159626097	-0.94096339394984	-0.129175341345084	-0.013125542028919	0.0213136657606376	3.23783476322841	2.08178827384922
MGH100-P5-H10	MGH100	Adult	Malignant	none	6523	MGH100_1	0.858564686999832	-0.587179958203618	-0.187196515370786	0.331823983244044	0.917995119667419	0.0991349857373148	3.21908389260313	0.110601822416405
MGH100-P5-H11	MGH100	Adult	Malignant	none	6830	MGH100_3	2.78746563628887	1.55330090060819	-0.176050996584327	-1.37657885188178	-1.3339606006303	-0.650414747055819	-0.592972866393902	-0.467413159530746
MGH100-P6-A01	MGH100	Adult	Malignant	none	7676	MGH100_1	-0.978051444090154	-1.06006093995291	-0.814987802246155	0.716932455925123	1.78106576991069	0.490678031274275	-0.46384232509054	-0.302045893485254
MGH100-P6-A02	MGH100	Adult	Malignant	none	7862	MGH100_1	-1.04215991276709	-1.17589528165231	-0.445275499792886	0.338842055358511	0.157135938694723	-0.38577982430456	2.71218762182105	1.79897794355676
MGH100-P6-A06	MGH100	Adult	Malignant	none	7730	NA	1.37180626336139	0.991035229950084	1.50382908874804	-0.807213590217112	-1.30639330243756	-0.685466947080163	-0.15396986022851	1.62601776848761
MGH100-P6-A07	MGH100	Adult	Malignant	none	5845	MGH100_1	-0.511888624499492	-0.434118441861151	-0.628612805899693	0.833872816936643	0.838549196141979	-0.0142270535096072	1.69091750026966	0.156952527439559
MGH100-P6-A09	MGH100	Adult	Malignant	none	7093	MGH100_1	-0.2872868123944	-0.48408670609126	-0.157280433160102	-0.0486197881589183	-0.27074046543624	-0.55599732549787	1.15921962106394	2.9578701163605
MGH100-P6-A11	MGH100	Adult	Malignant	none	5309	NA	-0.976998348299109	-0.969322145327817	-0.565758162169184	0.554771526833823	1.98062366685314	0.501657288060461	-0.814008885593753	-0.152927101184123
MGH100-P6-A12	MGH100	Adult	Malignant	none	8224	MGH100_1	-0.797424452751676	-0.251951453315019	-0.899520157149519	-0.475054873494597	-0.771705099423748	-0.743049703383024	3.08807738340405	1.32783140019751
MGH100-P6-B06	MGH100	Adult	Malignant	none	6767	MGH100_1	-0.287662291413639	0.343218915498372	0.19150927843943	-0.84021702932475	-1.12552909747804	-0.462779765447063	2.0818710971585	0.222240324392474
MGH100-P6-B07	MGH100	Adult	Malignant	none	8696	MGH100_1	-0.910387094486891	-0.477276588017426	0.114984515741319	-0.0800784742348032	-0.254693791867809	-0.542901589988837	1.3216915454816	4.55211579425654
MGH100-P6-B09	MGH100	Adult	Malignant	none	7639	MGH100_2	-0.916446270769887	-0.180643369985446	0.0709665688567757	-0.590472740463816	-0.0673852409470501	-0.415697006471163	0.734641840606913	4.65337571539482
MGH100-P6-B10	MGH100	Adult	Malignant	none	7982	MGH100_3	0.265610979233664	0.122493130802809	2.60672922308692	-0.0764214679500376	-1.14253258968534	-1.05775093982318	-0.716061925196704	-0.739791182402358
MGH100-P6-B12	MGH100	Adult	Malignant	none	7141	MGH100_2	-0.0394667912761449	-0.589159015372923	-1.40337824111907	-1.46561919976327	0.136772685207694	-0.135957029957635	2.52067630380726	0.0628663722868112
MGH100-P6-C01	MGH100	Adult	Malignant	none	5177	MGH100_2	2.63190567110471	0.615224789086385	0.391504618515345	-1.05069935964412	-0.866459802842012	-0.616647403869301	-0.593468665220071	-0.649588590418768
MGH100-P6-C04	MGH100	Adult	Malignant	none	4635	NA	-0.400375686089918	-0.975298971075677	0.0278826092193323	1.46064419671975	1.32226616262973	-0.0880758849615622	-0.606072284571334	-0.233909830332081
MGH100-P6-C05	MGH100	Adult	Malignant	none	6946	MGH100_1	-0.583163666876102	-0.958410528504784	-0.462207222950242	0.610181531796031	0.886817807596753	-0.371709964941011	0.988580446939656	-0.0542317603309809
MGH100-P6-C09	MGH100	Adult	Malignant	none	7183	MGH100_1	1.81155537096942	-0.551879217516273	-0.793089697137545	0.0019641040079677	-0.146077300779109	-0.815023301355462	-0.195909327729894	-0.12161356812379
MGH100-P6-C11	MGH100	Adult	Malignant	none	7928	MGH100_2	0.339595318109043	0.859312146972575	1.53742123722799	-0.0990230726589794	-1.06783272020199	-1.00667971049601	-1.19202454186252	-0.336403238315435
MGH100-P6-D02	MGH100	Adult	Malignant	none	6764	MGH100_1	-0.609476066549159	-0.795079756967545	-0.963712830776684	-0.596218337452452	0.304378341002451	-0.197425872196677	-0.584711376175404	-0.510372847780245
MGH100-P6-D04	MGH100	Adult	Malignant	none	4918	MGH100_2	2.77833528723794	1.50644552629062	-0.0423368401360798	-1.53443867519826	-1.34254645663496	-0.331242350795585	-0.671180543353211	-0.572812776781248
MGH100-P6-D05	MGH100	Adult	Malignant	none	6970	MGH100_1	-0.173222538293601	0.20936874375195	1.28352860157876	-0.188895225517433	-0.723896405795174	-0.62076984210175	-1.02777353256647	-0.262096666980064
MGH100-P6-D07	MGH100	Adult	Malignant	none	7412	MGH100_1	-0.864941175296871	-0.180194381835697	1.07866243391297	0.458786463602039	0.268441101331902	-0.560280022786508	-0.875518042440472	-0.333947998161685
MGH100-P6-D08	MGH100	Adult	Malignant	none	6595	MGH100_1	-0.397747400514984	-1.17148513049199	-1.05326176357944	0.535261430806323	1.94889009744844	0.329576408848467	-0.520448775143786	-0.326676914796456
MGH100-P6-D09	MGH100	Adult	Malignant	none	6654	MGH100_3	0.132556103692706	0.215643100167386	2.76844318603557	0.245509631025345	-0.779492864653375	-0.417441744815659	-0.461788953677427	-0.66213983842969
MGH100-P6-D10	MGH100	Adult	Malignant	none	8104	MGH100_1	-0.963259670135993	-0.782229743384518	-0.0584546627836682	0.62361545005697	0.079167826619065	-0.969107586340209	3.31428275858612	0.463837820171787
MGH100-P6-D12	MGH100	Adult	Malignant	none	6843	MGH100_2	-0.173944563026596	0.436889531508308	1.73688179073497	-0.194649583224808	-0.790472664918713	-0.769821467664406	-1.16559889745706	-0.366588884235426
MGH100-P6-E04	MGH100	Adult	Malignant	none	5980	MGH100_4	-0.758075393139848	-1.20518992676056	-0.70541919432397	1.74850280224489	1.93963790764994	0.523257442733463	-0.705703795903912	-0.295000293495909
MGH100-P6-E05	MGH100	Adult	Malignant	none	7610	MGH100_2	-0.279613532225208	0.794893294878843	2.01386294998162	-0.613098391327797	-0.779208861049005	-0.997744063774955	-0.556160907161704	-0.709965427657833
MGH100-P6-E07	MGH100	Adult	Malignant	none	7673	MGH100_1	0.479392121570187	0.484748405791723	0.600872153752537	-0.988143495456163	-1.27210353380476	-0.642927794771961	-0.552544713866581	-0.339579738971647
MGH100-P6-E08	MGH100	Adult	Malignant	none	7109	MGH100_3	-1.00169311904631	-1.16028905026987	-2.34998041808118	-0.344610077572076	2.51719721720083	1.59535296641477	1.11325452774458	-0.116249360398278
MGH100-P6-E09	MGH100	Adult	Malignant	none	8063	NA	-0.194761929862401	0.496608744092097	2.44766537236526	0.196928318494913	-0.738625926204689	-0.967922599251732	-1.0768467204622	-0.563226646162497
MGH100-P6-F01	MGH100	Adult	Malignant	none	5920	MGH100_2	0.133650556984413	0.481078579730283	2.33247325458033	-0.0704090174530905	-1.01570832993691	-0.52143687825509	-0.596694469322504	-0.748265241139063
MGH100-P6-F05	MGH100	Adult	Malignant	none	7304	MGH100_1	-0.415892458733986	-1.15373576181321	-0.406295023101116	0.1543631457897	1.13906282161885	0.416370825640723	3.1084773182243	1.84486978449073
MGH100-P6-F07	MGH100	Adult	Malignant	none	7214	MGH100_2	-0.630249541436388	0.340838607890573	2.29797079996314	0.378793043107911	-0.702807047416951	-1.04762536923251	-0.566108520141672	-0.315280761207926
MGH100-P6-F09	MGH100	Adult	Malignant	none	6144	MGH100_4	-0.341826878020148	-0.775171733209131	0.887634163873037	2.4010443876263	1.12379878091727	-0.267580058133214	-0.556171220382163	-0.289969084430185
MGH100-P6-F11	MGH100	Adult	Malignant	none	6860	MGH100_2	0.20754071635989	-0.513068642352831	1.25791514238807	-0.510095625831262	-1.30133905150507	-1.06931877626072	-0.804185677557599	-0.290938930525063
MGH100-P6-F12	MGH100	Adult	Malignant	none	6172	MGH100_1	-0.719254256192634	-1.11981066427167	0.160484850910203	1.44947918849742	1.58536894001913	-0.0377929809323391	0.0292971356886563	-0.364606602711085
MGH100-P6-G02	MGH100	Adult	Malignant	none	7441	MGH100_1	-0.434688549537897	0.768812431792994	2.6750279457884	0.359371310167173	-1.07127521774094	-0.839624645710997	-0.16164772483184	-0.531096713236979
MGH100-P6-G04	MGH100	Adult	Malignant	none	7936	MGH100_3	-0.407578449373695	-1.07828007961948	0.0577924692413938	1.21840623130044	0.892073325235613	-0.184822832058809	2.22770697855261	0.041202839835812
MGH100-P6-G07	MGH100	Adult	Malignant	none	7790	NA	-0.22459641597615	0.207586777849124	0.794802833912704	-0.0970397801471533	-0.579253176285185	-0.890433256272174	-0.167695058650854	-0.182613326541501
MGH100-P6-G11	MGH100	Adult	Malignant	none	7394	NA	0.37608828233907	0.620527071911812	2.08019741980613	-0.194294665616109	-1.03229005139644	-0.751749981735169	-1.09283426490601	-0.575241342820201
MGH100-P6-G12	MGH100	Adult	Malignant	none	7265	NA	-0.14822868900993	0.105698615054713	2.36404205733821	-0.263239407236459	-0.82576363344918	-0.86506548063752	-0.874900808485994	-0.691752309133476
MGH100-P6-H01	MGH100	Adult	Malignant	none	7358	MGH100_1	-0.590665365038594	-1.31109758929213	-0.21391373379916	0.756043667678018	1.10078258286914	-0.531838993129751	-1.07842095326991	-0.44655230939863
MGH100-P6-H04	MGH100	Adult	Malignant	none	8519	MGH100_1	-0.952003805605073	-1.48065906007143	-1.50193429003347	0.792476129189039	2.33062181489107	0.88829504185481	-0.332129522502837	-0.54963678356174
MGH100-P6-H05	MGH100	Adult	Malignant	none	7503	MGH100_1	-0.852659500859348	-1.19614787426986	0.454933105183557	1.25870473902422	1.38449870022062	-0.0621687248848335	-1.06214631764255	-0.39689051169749
MGH100-P6-H06	MGH100	Adult	Malignant	none	5469	MGH100_3	2.60778834729789	-0.271129675726336	-0.882720377204791	-1.308170488682	-1.08243759715218	-0.679301206052538	-0.754688156626579	-0.615398356258545
MGH100-P6-H09	MGH100	Adult	Malignant	none	7587	MGH100_1	-0.190247646428497	-0.746707624809906	-0.384136057334103	-0.00209121619476721	0.686735264072366	-0.230664833721644	1.65816775956012	0.0153849874879237
MGH100-P6-H11	MGH100	Adult	Malignant	none	7355	MGH100_1	-0.856941790018144	-0.989790380911101	-0.229030227753243	0.266636947583111	0.508314774829747	-0.784897261099479	3.02424557033456	1.80361268289108
MGH100-P6-H12	MGH100	Adult	Malignant	none	5178	NA	3.20216598641302	-0.402160154630588	-1.91315864635607	-1.59113874488024	-1.59240772354493	-1.13924876438782	-0.0213264668356212	-0.131701456208329
MGH100-P8-A02	MGH100	Adult	Malignant	none	3218	MGH100_1	-0.550592663186554	-0.864192342889049	-0.0348309415136736	1.41015128854779	1.85120301110579	0.443579045462433	-0.578803747657312	-0.551189007884835
MGH100-P8-A04	MGH100	Adult	Malignant	none	5507	NA	1.45341728627306	0.745836916922472	2.21403136877287	-0.329825453541832	-1.16436331556468	-0.810845879679234	-0.965014504975741	-0.522180644093761
MGH100-P8-A06	MGH100	Adult	Malignant	none	6615	MGH100_2	0.178849945174137	0.771387452556815	2.56950164435475	-0.257504216313258	-1.26407987916316	-0.778184661982873	-0.4682277353239	-0.62199063365817
MGH100-P8-A08	MGH100	Adult	Malignant	none	7224	MGH100_1	-0.903020534162361	-1.15134828632837	-0.568924511550693	0.0367313315423607	0.32636263678005	-0.237882838800481	3.05078895724245	1.37313449658338
MGH100-P8-A12	MGH100	Adult	Malignant	none	5518	NA	2.29211526998297	1.45584465809133	-0.881274171607086	-1.07772304009063	-1.21247229679854	-0.439576628570618	-0.248949780657255	-0.0591646042051968
MGH100-P8-B02	MGH100	Adult	Malignant	none	5800	MGH100_4	-0.49770910032122	-0.46581272320643	-0.443315468478022	1.26605064413715	1.27784595960584	0.361634925579159	-0.470066997035714	0.186080428614844
MGH100-P8-B03	MGH100	Adult	Malignant	none	7376	MGH100_1	-0.920042404045336	-1.36241792168095	-1.31515157088447	-0.312699167418041	1.6010992224219	1.19237022719551	1.31898763488452	-0.048794223307015
MGH100-P8-B06	MGH100	Adult	Malignant	none	6507	NA	-1.04363748577044	-1.55735697950294	-1.70996077801433	1.06625576573217	2.73186588445987	1.28225463968126	-1.0004895509863	-0.571366475640416
MGH100-P8-B08	MGH100	Adult	Malignant	none	6038	MGH100_1	-0.425788184255593	-0.871547574858584	-0.507802282627893	-0.139953111990205	0.304660558427766	-0.128542941998441	0.01370609827361	2.64405932339102
MGH100-P8-B09	MGH100	Adult	Malignant	none	6344	MGH100_1	-0.366600845720242	-0.933363755188499	-1.70386613205192	0.86225631210841	2.11342683093879	0.729287635635281	-0.405517834721563	-0.435548591638837
MGH100-P8-B10	MGH100	Adult	Malignant	none	8211	MGH100_1	-0.150397811665276	-0.562820410234319	-0.00953382684783166	0.248373269988202	-0.162739290610534	-0.811050135934986	-0.181949938523381	-0.544610619747353
MGH100-P8-B11	MGH100	Adult	Malignant	none	7354	MGH100_1	-0.415141138705518	-0.19028110924815	0.325372480830068	0.276818838444969	-0.339772428356005	-0.764201536207629	0.782536964870717	-0.482849300801353
MGH100-P8-B12	MGH100	Adult	Malignant	none	6682	MGH100_1	-0.904661934543161	-1.08054826394738	-0.695636620623968	1.141925137527	1.06492530344716	-0.48249274588341	-0.555785543867854	-0.405806270686544
MGH100-P8-C02	MGH100	Adult	Malignant	none	5571	NA	-0.562924732100611	0.0417792250524975	2.00257683112264	0.410104693332669	0.132084856377131	-0.846363320215414	-1.08733511297265	-0.226586200557314
MGH100-P8-C03	MGH100	Adult	Malignant	none	6362	MGH100_4	0.284519052275355	-1.32495245992805	-1.21350084576045	2.21668783882873	2.10538212150862	0.155281418740918	-0.652324463134301	-0.486906456775544
MGH100-P8-C04	MGH100	Adult	Malignant	none	7028	MGH100_1	-0.51912811349008	-0.904431648670419	-0.924808550092499	0.362211999117554	0.702055054128931	-0.558093151305993	0.685305745780256	-0.39504239713505
MGH100-P8-C07	MGH100	Adult	Malignant	none	6780	MGH100_4	-0.485240527488243	-0.743839206519126	0.141845556456663	2.25087500451328	1.92493648522929	-0.0230274977515311	-0.767911550468546	-0.589125032823913
MGH100-P8-C09	MGH100	Adult	Malignant	none	3295	NA	2.16240358768343	0.7523406066587	-0.458135112018007	-0.902209000960129	-0.724889417868578	-0.142269126214481	-0.660619852697649	-0.435034202018983
MGH100-P8-C10	MGH100	Adult	Malignant	none	7044	MGH100_1	-0.663821644082953	1.40242416717497	1.70127821894657	-0.360624623316757	-0.98310060600094	-0.793867899629978	-0.885327092136516	-0.321140345879069
MGH100-P8-C12	MGH100	Adult	Malignant	none	6807	MGH100_2	0.157364184656671	0.93111412924359	1.35532374958777	-0.0694631704664561	-0.422552944029559	-0.399287564950377	-0.882237967491213	-0.20408831072298
MGH100-P8-D01	MGH100	Adult	Malignant	none	7031	MGH100_1	-1.06219341619363	-1.2609017624435	-0.0904314921935369	1.50495536711388	1.84766694062226	0.491940446224553	-0.99178342575074	-0.411278803179207
MGH100-P8-D02	MGH100	Adult	Malignant	none	6367	MGH100_2	0.836394689514091	2.25808670937151	1.92235600015984	-0.419207745007984	-1.29957788959223	-0.748765008449732	-1.05641384392901	-0.648728325536061
MGH100-P8-D03	MGH100	Adult	Malignant	none	7769	MGH100_2	0.156926656621958	0.552325721835478	1.91909131847579	0.210585378451072	-0.995048373525404	-1.15763439146153	-0.711187560131462	-0.252123546079706
MGH100-P8-D05	MGH100	Adult	Malignant	none	8007	MGH100_1	-0.669790579211478	0.014396289994566	2.22969371203702	0.432973332764787	-1.02597974582982	-1.099141178048	-1.31498317794311	-0.691046854968512
MGH100-P8-D08	MGH100	Adult	Malignant	none	6371	MGH100_2	2.9173370579009	1.51086185940933	-0.0150472817931395	-1.09529625823445	-1.31328094516203	-0.790847884467395	-0.719393050287934	-0.266479039023389
MGH100-P8-D09	MGH100	Adult	Malignant	none	6345	NA	1.99619824118776	1.2660577267128	-1.69706406445001	-1.90598320219587	-2.00966326524783	-1.0803120329602	-0.67406241064382	-0.478364567933408
MGH100-P8-D11	MGH100	Adult	Malignant	none	8437	MGH100_1	0.759006000278078	0.245835919392392	-0.517463579783791	-0.658405802463056	-0.694100453852116	-1.02203771434916	0.0704200452348834	-0.35051970315082
MGH100-P8-E03	MGH100	Adult	Malignant	none	7659	MGH100_1	-0.59676644284994	-0.495953376964869	0.481477401034168	1.01680639173434	0.440331562095025	-0.739261780596932	0.299955754667277	-0.412317936526255
MGH100-P8-E05	MGH100	Adult	Malignant	none	6903	MGH100_1	-1.08461635447371	-0.603427821742077	-0.46649731649244	0.87038344224593	1.26112991478013	-0.193313716771029	2.33333003967105	0.0780624110311557
MGH100-P8-E06	MGH100	Adult	Malignant	none	7755	MGH100_1	0.391371365430936	-0.777973650994459	-0.83830970528131	0.698425889666337	1.20919656956016	-0.234318987862194	2.73302742445024	0.794449080743118
MGH100-P8-E08	MGH100	Adult	Malignant	none	8167	MGH100_1	-0.0115352508499914	-0.0662823272952249	0.731449318098782	0.00811790581034566	-0.104382760009638	-0.889635587839037	0.187839712857696	-0.0805365216811666
MGH100-P8-E09	MGH100	Adult	Malignant	none	7580	MGH100_2	-0.15077885950087	-0.170771794351777	1.27115067766813	-0.0159068963340291	0.152084171463827	-0.530910266372855	-0.548224300214924	-0.274569361923373
MGH100-P8-F03	MGH100	Adult	Malignant	none	7252	MGH100_1	2.84924083134531	0.726597741019262	-0.19676719809612	-0.944172874514347	-1.0208739110159	-0.446531291986236	1.64070184436731	1.20479510754561
